================================================================================
功能性隐藏指令归类统计报告 (细粒度 Opcode)
================================================================================

总处理/确认隐藏指令数: 17,902,989
Type A (完全未定义): 8,654,125
Type B (格式不符): 9,248,864

--------------------------------------------------------------------------------
Opcode 归类结果 (已忽略条件码):
唯一 Opcode 数量: 3,342
--------------------------------------------------------------------------------

Opcode       | Instruction Name                                             | Count
0x00BB6842 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BB6848 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BB684A | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BBB840 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BBB842 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BBB848 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BBB84A | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BA2840 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BA2842 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BA2848 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BA284A | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BA7840 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BA7842 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BA7848 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BA784A | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BAC840 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BAC842 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BAC848 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BAC84A | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BB3840 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BB3842 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BB3848 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BB384A | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BB8840 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BB8842 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BB8848 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BB884A | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BBD840 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BBD842 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BBD848 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00BBD84A | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FA6840 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FA6842 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FA6848 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FA684A | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FAB840 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FAB842 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FAB848 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FAB84A | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FA3840 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FA3842 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FA3848 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FA384A | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FA8840 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FA8842 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FA8848 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FA884A | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FAD840 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FAD842 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FAD848 | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00FAD84A | VCVT (between floating-point and fixed-point, floating-point) | 320
0x00D90002 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 256
0x00C90002 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 255
0x00890001 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 248
0x00890002 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 248
0x00890003 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 248
0x00D90003 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 240
0x00D90004 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 240
0x00C90003 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 240
0x00C90004 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 240
0x00990002 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 240
0x00990003 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 240
0x00890004 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 232
0x00890005 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 232
0x00D90005 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 224
0x00D90006 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 224
0x00C90005 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 224
0x00C90006 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 224
0x00990004 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 224
0x00990005 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 224
0x00890006 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 216
0x00890007 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 215
0x00D90007 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 208
0x00D90008 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 208
0x00C90007 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 208
0x00C90008 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 208
0x00990006 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 208
0x00990007 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 208
0x00890008 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 200
0x00890009 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 200
0x00D90009 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 192
0x00D9000A | VLDM, VLDMDB, VLDMIA - Increment After variant               | 192
0x00C90009 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 192
0x00C9000A | VSTM, VSTMDB, VSTMIA - Increment After variant               | 192
0x00990008 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 192
0x00990009 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 192
0x0089000A | VSTM, VSTMDB, VSTMIA - Increment After variant               | 184
0x0089000B | VSTM, VSTMDB, VSTMIA - Increment After variant               | 184
0x00D9000B | VLDM, VLDMDB, VLDMIA - Increment After variant               | 176
0x00D9000C | VLDM, VLDMDB, VLDMIA - Increment After variant               | 176
0x00C9000B | VSTM, VSTMDB, VSTMIA - Increment After variant               | 176
0x00C9000C | VSTM, VSTMDB, VSTMIA - Increment After variant               | 176
0x0099000A | VLDM, VLDMDB, VLDMIA - Increment After variant               | 176
0x0099000B | VLDM, VLDMDB, VLDMIA - Increment After variant               | 176
0x0089000C | VSTM, VSTMDB, VSTMIA - Increment After variant               | 168
0x0089000D | VSTM, VSTMDB, VSTMIA - Increment After variant               | 167
0x00D9000D | VLDM, VLDMDB, VLDMIA - Increment After variant               | 160
0x00D9000E | VLDM, VLDMDB, VLDMIA - Increment After variant               | 160
0x00C9000D | VSTM, VSTMDB, VSTMIA - Increment After variant               | 160
0x00C9000E | VSTM, VSTMDB, VSTMIA - Increment After variant               | 160
0x0099000C | VLDM, VLDMDB, VLDMIA - Increment After variant               | 160
0x0099000D | VLDM, VLDMDB, VLDMIA - Increment After variant               | 160
0x0089000E | VSTM, VSTMDB, VSTMIA - Increment After variant               | 152
0x0089000F | VSTM, VSTMDB, VSTMIA - Increment After variant               | 152
0x00D9000F | VLDM, VLDMDB, VLDMIA - Increment After variant               | 144
0x00D90010 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 144
0x00C9000F | VSTM, VSTMDB, VSTMIA - Increment After variant               | 144
0x00C90010 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 144
0x0099000E | VLDM, VLDMDB, VLDMIA - Increment After variant               | 144
0x0099000F | VLDM, VLDMDB, VLDMIA - Increment After variant               | 144
0x00890010 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 136
0x00890011 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 136
0x00D90011 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 128
0x00D90012 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 128
0x00C90011 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 128
0x00C90012 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 128
0x00990010 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 128
0x00990011 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 128
0x00890012 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 120
0x00890013 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 120
0x00890000 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 120
0x00D90013 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 112
0x00D90014 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 112
0x00C90013 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 112
0x00C90014 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 112
0x00990012 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 112
0x00990013 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 112
0x00890015 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 112
0x00890014 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 104
0x00D90015 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 96
0x00D90016 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 96
0x00C90015 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 96
0x00C90016 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 96
0x00990014 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 96
0x00990015 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 96
0x00890016 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 96
0x00890017 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 96
0x00D90017 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 80
0x00D90018 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 80
0x00C90017 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 80
0x00C90018 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 80
0x00990016 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 80
0x00990017 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 80
0x00890018 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 80
0x00890019 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 80
0x00D90019 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 64
0x00D9001A | VLDM, VLDMDB, VLDMIA - Increment After variant               | 64
0x00C90019 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 64
0x00C9001A | VSTM, VSTMDB, VSTMIA - Increment After variant               | 64
0x00990018 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 64
0x00990019 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 64
0x0089001A | VSTM, VSTMDB, VSTMIA - Increment After variant               | 64
0x0089001B | VSTM, VSTMDB, VSTMIA - Increment After variant               | 64
0x00FA1860 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FA1862 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FA1868 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FA186A | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FB0860 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FB0862 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FB0868 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FB086A | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FA0860 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FA0862 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FA0868 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FA086A | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FB1860 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FB1862 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FB1868 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FB186A | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FB0840 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FB0842 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FB0848 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FB084A | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FA0840 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FA0842 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FA0848 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FA084A | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FB1840 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FB1842 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FB1848 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FB184A | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FA1840 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FA1842 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FA1848 | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00FA184A | VCVT (between floating-point and fixed-point, floating-point) | 64
0x00D9001B | VLDM, VLDMDB, VLDMIA - Increment After variant               | 48
0x00D9001C | VLDM, VLDMDB, VLDMIA - Increment After variant               | 48
0x00C9001B | VSTM, VSTMDB, VSTMIA - Increment After variant               | 48
0x0099001A | VLDM, VLDMDB, VLDMIA - Increment After variant               | 48
0x0099001B | VLDM, VLDMDB, VLDMIA - Increment After variant               | 48
0x0089001C | VSTM, VSTMDB, VSTMIA - Increment After variant               | 48
0x0089001D | VSTM, VSTMDB, VSTMIA - Increment After variant               | 48
0x00B82060 | VCVTR                                                        | 48
0x00B82061 | VCVTR                                                        | 48
0x00B82064 | VCVTR                                                        | 48
0x00B82065 | VCVTR                                                        | 48
0x00B82068 | VCVTR                                                        | 48
0x00B82069 | VCVTR                                                        | 48
0x00B8206C | VCVTR                                                        | 48
0x00B8206D | VCVTR                                                        | 48
0x00B84060 | VCVTR                                                        | 48
0x00B84061 | VCVTR                                                        | 48
0x00B84064 | VCVTR                                                        | 48
0x00B84065 | VCVTR                                                        | 48
0x00B84068 | VCVTR                                                        | 48
0x00B84069 | VCVTR                                                        | 48
0x00B8406C | VCVTR                                                        | 48
0x00B8406D | VCVTR                                                        | 48
0x00B86060 | VCVTR                                                        | 48
0x00B86061 | VCVTR                                                        | 48
0x00B86064 | VCVTR                                                        | 48
0x00B86065 | VCVTR                                                        | 48
0x00B86068 | VCVTR                                                        | 48
0x00B86069 | VCVTR                                                        | 48
0x00B8606C | VCVTR                                                        | 48
0x00B8606D | VCVTR                                                        | 48
0x00B87060 | VCVTR                                                        | 48
0x00B87061 | VCVTR                                                        | 48
0x00B87064 | VCVTR                                                        | 48
0x00B87065 | VCVTR                                                        | 48
0x00B87068 | VCVTR                                                        | 48
0x00B87069 | VCVTR                                                        | 48
0x00B8706C | VCVTR                                                        | 48
0x00B8706D | VCVTR                                                        | 48
0x00B89060 | VCVTR                                                        | 48
0x00B89061 | VCVTR                                                        | 48
0x00B89064 | VCVTR                                                        | 48
0x00B89065 | VCVTR                                                        | 48
0x00B89068 | VCVTR                                                        | 48
0x00B89069 | VCVTR                                                        | 48
0x00B8906C | VCVTR                                                        | 48
0x00B8906D | VCVTR                                                        | 48
0x00B8B060 | VCVTR                                                        | 48
0x00B8B061 | VCVTR                                                        | 48
0x00B8B064 | VCVTR                                                        | 48
0x00B8B065 | VCVTR                                                        | 48
0x00B8B068 | VCVTR                                                        | 48
0x00B8B069 | VCVTR                                                        | 48
0x00B8B06C | VCVTR                                                        | 48
0x00B8B06D | VCVTR                                                        | 48
0x00B8C060 | VCVTR                                                        | 48
0x00B8C061 | VCVTR                                                        | 48
0x00B8C064 | VCVTR                                                        | 48
0x00B8C065 | VCVTR                                                        | 48
0x00B8C068 | VCVTR                                                        | 48
0x00B8C069 | VCVTR                                                        | 48
0x00B8C06C | VCVTR                                                        | 48
0x00B8C06D | VCVTR                                                        | 48
0x00B8E060 | VCVTR                                                        | 48
0x00B8E061 | VCVTR                                                        | 48
0x00B8E064 | VCVTR                                                        | 48
0x00B8E065 | VCVTR                                                        | 48
0x00B8E068 | VCVTR                                                        | 48
0x00B8E069 | VCVTR                                                        | 48
0x00B8E06C | VCVTR                                                        | 48
0x00B8E06D | VCVTR                                                        | 48
0x00F83060 | VCVTR                                                        | 48
0x00F83061 | VCVTR                                                        | 48
0x00F83064 | VCVTR                                                        | 48
0x00F83065 | VCVTR                                                        | 48
0x00F83068 | VCVTR                                                        | 48
0x00F83069 | VCVTR                                                        | 48
0x00F8306C | VCVTR                                                        | 48
0x00F8306D | VCVTR                                                        | 48
0x00F84060 | VCVTR                                                        | 48
0x00F84061 | VCVTR                                                        | 48
0x00F84064 | VCVTR                                                        | 48
0x00F84065 | VCVTR                                                        | 48
0x00F84068 | VCVTR                                                        | 48
0x00F84069 | VCVTR                                                        | 48
0x00F8406C | VCVTR                                                        | 48
0x00F8406D | VCVTR                                                        | 48
0x00F86060 | VCVTR                                                        | 48
0x00F86061 | VCVTR                                                        | 48
0x00F86064 | VCVTR                                                        | 48
0x00F86065 | VCVTR                                                        | 48
0x00F86068 | VCVTR                                                        | 48
0x00F86069 | VCVTR                                                        | 48
0x00F8606C | VCVTR                                                        | 48
0x00F8606D | VCVTR                                                        | 48
0x00F88060 | VCVTR                                                        | 48
0x00F88061 | VCVTR                                                        | 48
0x00F88064 | VCVTR                                                        | 48
0x00F88065 | VCVTR                                                        | 48
0x00F88068 | VCVTR                                                        | 48
0x00F88069 | VCVTR                                                        | 48
0x00F8806C | VCVTR                                                        | 48
0x00F8806D | VCVTR                                                        | 48
0x00F89060 | VCVTR                                                        | 48
0x00F89061 | VCVTR                                                        | 48
0x00F89064 | VCVTR                                                        | 48
0x00F89065 | VCVTR                                                        | 48
0x00F89068 | VCVTR                                                        | 48
0x00F89069 | VCVTR                                                        | 48
0x00F8906C | VCVTR                                                        | 48
0x00F8906D | VCVTR                                                        | 48
0x00F8B060 | VCVTR                                                        | 48
0x00F8B061 | VCVTR                                                        | 48
0x00F8B064 | VCVTR                                                        | 48
0x00F8B065 | VCVTR                                                        | 48
0x00F8B068 | VCVTR                                                        | 48
0x00F8B069 | VCVTR                                                        | 48
0x00F8B06C | VCVTR                                                        | 48
0x00F8B06D | VCVTR                                                        | 48
0x00F8D060 | VCVTR                                                        | 48
0x00F8D061 | VCVTR                                                        | 48
0x00F8D064 | VCVTR                                                        | 48
0x00F8D065 | VCVTR                                                        | 48
0x00F8D068 | VCVTR                                                        | 48
0x00F8D069 | VCVTR                                                        | 48
0x00F8D06C | VCVTR                                                        | 48
0x00F8D06D | VCVTR                                                        | 48
0x00F8E060 | VCVTR                                                        | 48
0x00F8E061 | VCVTR                                                        | 48
0x00F8E064 | VCVTR                                                        | 48
0x00F8E065 | VCVTR                                                        | 48
0x00F8E068 | VCVTR                                                        | 48
0x00F8E069 | VCVTR                                                        | 48
0x00F8E06C | VCVTR                                                        | 48
0x00F8E06D | VCVTR                                                        | 48
0x00B83060 | VCVTR                                                        | 48
0x00B83061 | VCVTR                                                        | 48
0x00B83064 | VCVTR                                                        | 48
0x00B83065 | VCVTR                                                        | 48
0x00B83068 | VCVTR                                                        | 48
0x00B83069 | VCVTR                                                        | 48
0x00B8306C | VCVTR                                                        | 48
0x00B8306D | VCVTR                                                        | 48
0x00B88060 | VCVTR                                                        | 48
0x00B88061 | VCVTR                                                        | 48
0x00B88064 | VCVTR                                                        | 48
0x00B88065 | VCVTR                                                        | 48
0x00B88068 | VCVTR                                                        | 48
0x00B88069 | VCVTR                                                        | 48
0x00B8806C | VCVTR                                                        | 48
0x00B8806D | VCVTR                                                        | 48
0x00B8D060 | VCVTR                                                        | 48
0x00B8D061 | VCVTR                                                        | 48
0x00B8D064 | VCVTR                                                        | 48
0x00B8D065 | VCVTR                                                        | 48
0x00B8D068 | VCVTR                                                        | 48
0x00B8D069 | VCVTR                                                        | 48
0x00B8D06C | VCVTR                                                        | 48
0x00B8D06D | VCVTR                                                        | 48
0x00F85060 | VCVTR                                                        | 48
0x00F85061 | VCVTR                                                        | 48
0x00F85064 | VCVTR                                                        | 48
0x00F85065 | VCVTR                                                        | 48
0x00F85068 | VCVTR                                                        | 48
0x00F85069 | VCVTR                                                        | 48
0x00F8506C | VCVTR                                                        | 48
0x00F8506D | VCVTR                                                        | 48
0x00F8A060 | VCVTR                                                        | 48
0x00F8A061 | VCVTR                                                        | 48
0x00F8A064 | VCVTR                                                        | 48
0x00F8A065 | VCVTR                                                        | 48
0x00F8A068 | VCVTR                                                        | 48
0x00F8A069 | VCVTR                                                        | 48
0x00F8A06C | VCVTR                                                        | 48
0x00F8A06D | VCVTR                                                        | 48
0x00F8F060 | VCVTR                                                        | 48
0x00F8F061 | VCVTR                                                        | 48
0x00F8F064 | VCVTR                                                        | 48
0x00F8F065 | VCVTR                                                        | 48
0x00F8F068 | VCVTR                                                        | 48
0x00F8F069 | VCVTR                                                        | 48
0x00F8F06C | VCVTR                                                        | 48
0x00F8F06D | VCVTR                                                        | 48
0x00B85060 | VCVTR                                                        | 48
0x00B85061 | VCVTR                                                        | 48
0x00B85064 | VCVTR                                                        | 48
0x00B85065 | VCVTR                                                        | 48
0x00B85068 | VCVTR                                                        | 48
0x00B85069 | VCVTR                                                        | 48
0x00B8506C | VCVTR                                                        | 48
0x00B8506D | VCVTR                                                        | 48
0x00B8A060 | VCVTR                                                        | 48
0x00B8A061 | VCVTR                                                        | 48
0x00B8A064 | VCVTR                                                        | 48
0x00B8A065 | VCVTR                                                        | 48
0x00B8A068 | VCVTR                                                        | 48
0x00B8A069 | VCVTR                                                        | 48
0x00B8A06C | VCVTR                                                        | 48
0x00B8A06D | VCVTR                                                        | 48
0x00B8F060 | VCVTR                                                        | 48
0x00B8F061 | VCVTR                                                        | 48
0x00B8F064 | VCVTR                                                        | 48
0x00B8F065 | VCVTR                                                        | 48
0x00B8F068 | VCVTR                                                        | 48
0x00B8F069 | VCVTR                                                        | 48
0x00B8F06C | VCVTR                                                        | 48
0x00B8F06D | VCVTR                                                        | 48
0x00F82060 | VCVTR                                                        | 48
0x00F82061 | VCVTR                                                        | 48
0x00F82064 | VCVTR                                                        | 48
0x00F82065 | VCVTR                                                        | 48
0x00F82068 | VCVTR                                                        | 48
0x00F82069 | VCVTR                                                        | 48
0x00F8206C | VCVTR                                                        | 48
0x00F8206D | VCVTR                                                        | 48
0x00F87060 | VCVTR                                                        | 48
0x00F87061 | VCVTR                                                        | 48
0x00F87064 | VCVTR                                                        | 48
0x00F87065 | VCVTR                                                        | 48
0x00F87068 | VCVTR                                                        | 48
0x00F87069 | VCVTR                                                        | 48
0x00F8706C | VCVTR                                                        | 48
0x00F8706D | VCVTR                                                        | 48
0x00F8C060 | VCVTR                                                        | 48
0x00F8C061 | VCVTR                                                        | 48
0x00F8C064 | VCVTR                                                        | 48
0x00F8C065 | VCVTR                                                        | 48
0x00F8C068 | VCVTR                                                        | 48
0x00F8C069 | VCVTR                                                        | 48
0x00F8C06C | VCVTR                                                        | 48
0x00F8C06D | VCVTR                                                        | 48
0x00B810C8 | VCVT (floating-point to integer, floating-point)             | 48
0x00B810C9 | VCVT (floating-point to integer, floating-point)             | 48
0x00B810CC | VCVT (floating-point to integer, floating-point)             | 48
0x00B810CD | VCVT (floating-point to integer, floating-point)             | 48
0x00F810C8 | VCVT (floating-point to integer, floating-point)             | 48
0x00F810C9 | VCVT (floating-point to integer, floating-point)             | 48
0x00F810CC | VCVT (floating-point to integer, floating-point)             | 48
0x00F810CD | VCVT (floating-point to integer, floating-point)             | 48
0x00F80048 | VCVTR                                                        | 48
0x00F80049 | VCVTR                                                        | 48
0x00F8004C | VCVTR                                                        | 48
0x00F8004D | VCVTR                                                        | 48
0x00B81048 | VCVTR                                                        | 48
0x00B81049 | VCVTR                                                        | 48
0x00B8104C | VCVTR                                                        | 48
0x00B8104D | VCVTR                                                        | 48
0x00F81048 | VCVTR                                                        | 48
0x00F81049 | VCVTR                                                        | 48
0x00F8104C | VCVTR                                                        | 48
0x00F8104D | VCVTR                                                        | 48
0x00F800C8 | VCVT (floating-point to integer, floating-point)             | 48
0x00F800C9 | VCVT (floating-point to integer, floating-point)             | 48
0x00F800CC | VCVT (floating-point to integer, floating-point)             | 48
0x00F800CD | VCVT (floating-point to integer, floating-point)             | 48
0x00B030C0 | VCMPE                                                        | 48
0x00B030C1 | VCMPE                                                        | 48
0x00B05044 | VCMP                                                         | 48
0x00B05045 | VCMP                                                         | 48
0x00B080C8 | VCMPE                                                        | 48
0x00B080C9 | VCMPE                                                        | 48
0x00B09048 | VCMP                                                         | 48
0x00B09049 | VCMP                                                         | 48
0x00F01060 | VCMP                                                         | 48
0x00F01061 | VCMP                                                         | 48
0x00F04064 | VCMP                                                         | 48
0x00F04065 | VCMP                                                         | 48
0x00F090E8 | VCMPE                                                        | 48
0x00F090E9 | VCMPE                                                        | 48
0x00B020C0 | VCMPE                                                        | 48
0x00B020C1 | VCMPE                                                        | 48
0x00B03040 | VCMP                                                         | 48
0x00B03041 | VCMP                                                         | 48
0x00B040C4 | VCMPE                                                        | 48
0x00B040C5 | VCMPE                                                        | 48
0x00B0C0CC | VCMPE                                                        | 48
0x00B0C0CD | VCMPE                                                        | 48
0x00B0D04C | VCMP                                                         | 48
0x00B0D04D | VCMP                                                         | 48
0x00F010E0 | VCMPE                                                        | 48
0x00F010E1 | VCMPE                                                        | 48
0x00F050E4 | VCMPE                                                        | 48
0x00F050E5 | VCMPE                                                        | 48
0x00F08068 | VCMP                                                         | 48
0x00F08069 | VCMP                                                         | 48
0x00F0D06C | VCMP                                                         | 48
0x00F0D06D | VCMP                                                         | 48
0x00F0C06C | VCMP                                                         | 48
0x00F0C06D | VCMP                                                         | 48
0x00F0D0EC | VCMPE                                                        | 48
0x00F0D0ED | VCMPE                                                        | 48
0x00F00060 | VCMP                                                         | 48
0x00F00061 | VCMP                                                         | 48
0x00F040E4 | VCMPE                                                        | 48
0x00F040E5 | VCMPE                                                        | 48
0x00F000E0 | VCMPE                                                        | 48
0x00F000E1 | VCMPE                                                        | 48
0x00F080E8 | VCMPE                                                        | 48
0x00F080E9 | VCMPE                                                        | 48
0x00B83040 | VCVTR                                                        | 48
0x00B83041 | VCVTR                                                        | 48
0x00B83044 | VCVTR                                                        | 48
0x00B83045 | VCVTR                                                        | 48
0x00B83048 | VCVTR                                                        | 48
0x00B83049 | VCVTR                                                        | 48
0x00B8304C | VCVTR                                                        | 48
0x00B8304D | VCVTR                                                        | 48
0x00B85040 | VCVTR                                                        | 48
0x00B85041 | VCVTR                                                        | 48
0x00B85044 | VCVTR                                                        | 48
0x00B85045 | VCVTR                                                        | 48
0x00B85048 | VCVTR                                                        | 48
0x00B85049 | VCVTR                                                        | 48
0x00B8504C | VCVTR                                                        | 48
0x00B8504D | VCVTR                                                        | 48
0x00B86040 | VCVTR                                                        | 48
0x00B86041 | VCVTR                                                        | 48
0x00B86044 | VCVTR                                                        | 48
0x00B86045 | VCVTR                                                        | 48
0x00B86048 | VCVTR                                                        | 48
0x00B86049 | VCVTR                                                        | 48
