[0x2069bb, 0x2069bc]
[0x31cf9890, 0x31cf98a0]
[0x31cfa090, 0x31cfa0a0]
[0x31cfa490, 0x31cfa4a0]
[0x31cfa890, 0x31cfa8a0]
[0x31cfb090, 0x31cfb0a0]
[0x31cfb490, 0x31cfb4a0]
[0x31cfb890, 0x31cfb8a0]
[0x31cfc090, 0x31cfc0a0]
[0x31cfc490, 0x31cfc4a0]
[0x31cfc890, 0x31cfc8a0]
[0x31cfd090, 0x31cfd0a0]
[0x31cfd490, 0x31cfd4a0]
[0x31cfd890, 0x31cfd8a0]
[0x31cfe090, 0x31cfe0a0]
[0x31cfe490, 0x31cfe4a0]
[0x31cfe890, 0x31cfe8a0]
[0x31cff090, 0x31cff0a0]
[0x31cff490, 0x31cff4a0]
[0x31cff890, 0x31cff8a0]
[0x31ef0090, 0x31ef00a0]
[0x31ef0490, 0x31ef04a0]
[0x31ef0890, 0x31ef08a0]
[0x31ef1090, 0x31ef10a0]
[0x31ef1490, 0x31ef14a0]
[0x31ef1890, 0x31ef18a0]
[0x31ef2090, 0x31ef20a0]
[0x31ef2490, 0x31ef24a0]
[0x31ef2890, 0x31ef28a0]
[0x31ef3090, 0x31ef30a0]
[0x31ef3490, 0x31ef34a0]
[0x31ef3890, 0x31ef38a0]
[0x31ef4090, 0x31ef40a0]
[0x31ef4490, 0x31ef44a0]
[0x31ef4890, 0x31ef48a0]
[0x31ef5090, 0x31ef50a0]
[0x31ef5490, 0x31ef54a0]
[0x31ef5890, 0x31ef58a0]
[0x31ef6090, 0x31ef60a0]
[0x31ef6490, 0x31ef64a0]
[0x31ef6890, 0x31ef68a0]
[0x31ef7090, 0x31ef70a0]
[0x31ef7490, 0x31ef74a0]
[0x31ef7890, 0x31ef78a0]
[0x31ef8090, 0x31ef80a0]
[0x31ef8490, 0x31ef84a0]
[0x31ef8890, 0x31ef88a0]
[0x31ef9090, 0x31ef90a0]
[0x31ef9490, 0x31ef94a0]
[0x31ef9890, 0x31ef98a0]
[0x31efa091, 0x31efa0a0]
[0x31efa490, 0x31efa4a0]
[0x31efa890, 0x31efa8a0]
[0x31efb090, 0x31efb0a0]
[0x31efb490, 0x31efb4a0]
[0x31efb890, 0x31efb8a0]
[0x31efc090, 0x31efc0a0]
[0x31efc490, 0x31efc4a0]
[0x31efc890, 0x31efc8a0]
[0x31efd090, 0x31efd0a0]
[0x31efd491, 0x31efd4a0]
[0x31efd890, 0x31efd8a0]
[0x31efe090, 0x31efe0a0]
[0x31efe490, 0x31efe4a0]
[0x31efe890, 0x31efe8a0]
[0x31eff090, 0x31eff0a0]
[0x31eff490, 0x31eff4a0]
[0x31eff890, 0x31eff8a0]
[0x33008398, 0x33008399]
[0x3301d33e, 0x3301d33f]
[0x330420a1, 0x330420a2]
[0x3304823e, 0x3304823f]
[0x3304c004, 0x3304c005]
[0x33052b9c, 0x33052b9d]
[0x330823ae, 0x330823af]
[0x3308b2a6, 0x3308b2a7]
[0x3309215e, 0x3309215f]
[0x33093175, 0x33093176]
[0x3309c575, 0x3309c576]
[0x330a87b0, 0x330a87b1]
[0x330cea8e, 0x330cea8f]
[0x330e1065, 0x330e1066]
[0x330f126c, 0x330f126d]
[0x330fa4a6, 0x330fa4a7]
[0x330fc96d, 0x330fc96e]
[0x33219d83, 0x33219d84]
[0x3322e10c, 0x3322e10d]
[0x332329e0, 0x332329e1]
[0x3325adc0, 0x3325adc1]
[0x3326d225, 0x3326d226]
[0x33272e41, 0x33272e42]
[0x33279295, 0x33279296]
[0x3327a23b, 0x3327a23c]
[0x33283e39, 0x33283e3a]
[0x33284eaa, 0x33284eab]
[0x3328ba00, 0x3328ba01]
[0x3328e54b, 0x3328e54c]
[0x3329c0f9, 0x3329c0fa]
[0x332a9bdb, 0x332a9bdc]
[0x332b1e1c, 0x332b1e1d]
[0x332c0123, 0x332c0124]
[0x332ccccb, 0x332ccccc]
[0x332d4c99, 0x332d4c9a]
[0x332ddbf7, 0x332ddbf8]
[0x332e50f9, 0x332e50fa]
[0x332f89ad, 0x332f89ae]
[0x332fcb6c, 0x332fcb6d]
[0x342f0000, 0x342f00dc]
[0x342f00dd, 0x342f022d]
[0x342f022e, 0x342f025d]
[0x342f025e, 0x342f04e0]
[0x342f04e1, 0x342f06d7]
[0x342f06d8, 0x342f0978]
[0x342f0979, 0x342f0a1c]
[0x342f0a1d, 0x342f0aec]
[0x342f0aed, 0x342f1478]
[0x342f1479, 0x342f18de]
[0x342f18df, 0x342f1a36]
[0x342f1a37, 0x342f1bac]
[0x342f1bad, 0x342f1c10]
[0x342f1c11, 0x342f1e59]
[0x342f1e5a, 0x342f2c2f]
[0x342f2c30, 0x342f300d]
[0x342f300e, 0x342f3015]
[0x342f3016, 0x342f336a]
[0x342f336b, 0x342f38cb]
[0x342f38cc, 0x342f3f2c]
[0x342f3f2d, 0x342f46d3]
[0x342f46d4, 0x342f5121]
[0x342f5122, 0x342f5365]
[0x342f5366, 0x342f5fb7]
[0x342f5fb8, 0x342f6235]
[0x342f6236, 0x342f672f]
[0x342f6730, 0x342f6e33]
[0x342f6e34, 0x342f72cf]
[0x342f72d0, 0x342f72e9]
[0x342f72ea, 0x342f81da]
[0x342f81db, 0x342f871b]
[0x342f871c, 0x342f9083]
[0x342f9084, 0x342fa681]
[0x342fa682, 0x342fa853]
[0x342fa854, 0x342faef5]
[0x342faef6, 0x342fb2be]
[0x342fb2bf, 0x342fb607]
[0x342fb608, 0x342fbc15]
[0x342fbc16, 0x342fc2aa]
[0x342fc2ab, 0x342fc919]
[0x342fc91a, 0x342fd913]
[0x342fd914, 0x342fdb34]
[0x342fdb35, 0x342fdf24]
[0x342fdf25, 0x342fe850]
[0x342fe851, 0x342ff056]
[0x342ff057, 0x342ff100]
[0x342ff101, 0x342ff11c]
[0x342ff11d, 0x342ff215]
[0x342ff216, 0x342ff512]
[0x342ff513, 0x342ff81b]
[0x342ff81c, 0x342ff95e]
[0x342ff95f, 0x342ffb1a]
[0x342ffb1b, 0x342ffb6c]
[0x342ffb6d, 0x342fff66]
[0x342fff67, 0x34300000]
[0x346f0000, 0x346f001c]
[0x346f001d, 0x346f0130]
[0x346f0131, 0x346f0151]
[0x346f0152, 0x346f01c8]
[0x346f01c9, 0x346f0220]
[0x346f0221, 0x346f0290]
[0x346f0291, 0x346f0398]
[0x346f0399, 0x346f06e9]
[0x346f06ea, 0x346f0842]
[0x346f0843, 0x346f0872]
[0x346f0873, 0x346f0b54]
[0x346f0b55, 0x346f0bda]
[0x346f0bdb, 0x346f0c32]
[0x346f0c33, 0x346f0ea1]
[0x346f0ea2, 0x346f171a]
[0x346f171b, 0x346f1914]
[0x346f1915, 0x346f2075]
[0x346f2076, 0x346f2719]
[0x346f271a, 0x346f277b]
[0x346f277c, 0x346f283a]
[0x346f283b, 0x346f2982]
[0x346f2983, 0x346f2b27]
[0x346f2b28, 0x346f2c2c]
[0x346f2c2d, 0x346f2f06]
[0x346f2f07, 0x346f2f6f]
[0x346f2f70, 0x346f3142]
[0x346f3143, 0x346f3326]
[0x346f3327, 0x346f333a]
[0x346f333b, 0x346f3478]
[0x346f3479, 0x346f3759]
[0x346f375a, 0x346f37d1]
[0x346f37d2, 0x346f37dc]
[0x346f37dd, 0x346f37ff]
[0x346f3800, 0x346f398a]
[0x346f398b, 0x346f3a1b]
[0x346f3a1c, 0x346f3a4a]
[0x346f3a4b, 0x346f3ad8]
[0x346f3ad9, 0x346f3b13]
[0x346f3b14, 0x346f3c43]
[0x346f3c44, 0x346f3ce5]
[0x346f3ce6, 0x346f3e46]
[0x346f3e47, 0x346f3e5c]
[0x346f3e5d, 0x346f44c8]
[0x346f44c9, 0x346f4564]
[0x346f4565, 0x346f47ef]
[0x346f47f0, 0x346f4b06]
[0x346f4b07, 0x346f4b3b]
[0x346f4b3c, 0x346f4bb3]
[0x346f4bb4, 0x346f4f73]
[0x346f4f74, 0x346f4fdd]
[0x346f4fde, 0x346f502e]
[0x346f502f, 0x346f5314]
[0x346f5315, 0x346f5373]
[0x346f5374, 0x346f5399]
[0x346f539a, 0x346f53a2]
[0x346f53a3, 0x346f54ed]
[0x346f54ee, 0x346f554e]
[0x346f554f, 0x346f58ea]
[0x346f58eb, 0x346f59e6]
[0x346f59e7, 0x346f5a0c]
[0x346f5a0d, 0x346f5a77]
[0x346f5a78, 0x346f5bcd]
[0x346f5bce, 0x346f5c36]
[0x346f5c37, 0x346f5ca3]
[0x346f5ca4, 0x346f5edc]
[0x346f5edd, 0x346f5f38]
[0x346f5f39, 0x346f5fe8]
[0x346f5fe9, 0x346f60d9]
[0x346f60da, 0x346f6180]
[0x346f6181, 0x346f6535]
[0x346f6536, 0x346f68ea]
[0x346f68eb, 0x346f691b]
[0x346f691c, 0x346f692d]
[0x346f692e, 0x346f6aa8]
[0x346f6aa9, 0x346f6f95]
[0x346f6f96, 0x346f73e8]
[0x346f73e9, 0x346f7473]
[0x346f7474, 0x346f7505]
[0x346f7506, 0x346f75dd]
[0x346f75de, 0x346f78dc]
[0x346f78dd, 0x346f793b]
[0x346f793c, 0x346f7a60]
[0x346f7a61, 0x346f7b5e]
[0x346f7b5f, 0x346f7e92]
[0x346f7e93, 0x346f8240]
[0x346f8241, 0x346f83a2]
[0x346f83a3, 0x346f83e2]
[0x346f83e3, 0x346f84d8]
[0x346f84d9, 0x346f856f]
[0x346f8570, 0x346f8630]
[0x346f8631, 0x346f8701]
[0x346f8702, 0x346f88cc]
[0x346f88cd, 0x346f897d]
[0x346f897e, 0x346f8b64]
[0x346f8b65, 0x346f8bd3]
[0x346f8bd4, 0x346f8c9b]
[0x346f8c9c, 0x346f8f07]
[0x346f8f08, 0x346f9397]
[0x346f9398, 0x346f9432]
[0x346f9433, 0x346f965c]
[0x346f965d, 0x346f970a]
[0x346f970b, 0x346f9748]
[0x346f9749, 0x346f9750]
[0x346f9751, 0x346f9ab4]
[0x346f9ab5, 0x346f9d84]
[0x346f9d85, 0x346f9e51]
[0x346f9e52, 0x346fa0b6]
[0x346fa0b7, 0x346fa2bd]
[0x346fa2be, 0x346fa3e5]
[0x346fa3e6, 0x346fa6f5]
[0x346fa6f6, 0x346fa9df]
[0x346fa9e0, 0x346fb0da]
[0x346fb0db, 0x346fb536]
[0x346fb537, 0x346fb732]
[0x346fb733, 0x346fb832]
[0x346fb833, 0x346fb83a]
[0x346fb83b, 0x346fb9ff]
[0x346fba00, 0x346fbe00]
[0x346fbe01, 0x346fc018]
[0x346fc019, 0x346fc071]
[0x346fc072, 0x346fc20b]
[0x346fc20c, 0x346fc256]
[0x346fc257, 0x346fc3b8]
[0x346fc3b9, 0x346fc43e]
[0x346fc43f, 0x346fc55e]
[0x346fc55f, 0x346fc6a3]
[0x346fc6a4, 0x346fc7b0]
[0x346fc7b1, 0x346fc82a]
[0x346fc82b, 0x346fcc0f]
[0x346fcc10, 0x346fcdcc]
[0x346fcdcd, 0x346fcdf8]
[0x346fcdf9, 0x346fce13]
[0x346fce14, 0x346fd336]
[0x346fd337, 0x346fd3fa]
[0x346fd3fb, 0x346fd8a9]
[0x346fd8aa, 0x346fd967]
[0x346fd968, 0x346fdaf5]
[0x346fdaf6, 0x346fdc81]
[0x346fdc82, 0x346fdda7]
[0x346fdda8, 0x346fdf94]
[0x346fdf95, 0x346fdfae]
[0x346fdfaf, 0x346fe03c]
[0x346fe03d, 0x346fe109]
[0x346fe10a, 0x346fe10c]
[0x346fe10d, 0x346fe196]
[0x346fe197, 0x346fe40a]
[0x346fe40b, 0x346fe40d]
[0x346fe40e, 0x346fe606]
[0x346fe607, 0x346fe883]
[0x346fe884, 0x346fe94b]
[0x346fe94c, 0x346fec18]
[0x346fec19, 0x346fee69]
[0x346fee6a, 0x346fee6e]
[0x346fee6f, 0x346ff15d]
[0x346ff15e, 0x346ff32e]
[0x346ff32f, 0x346ff70a]
[0x346ff70b, 0x346ff8c3]
[0x346ff8c4, 0x346ff951]
[0x346ff952, 0x346ff960]
[0x346ff961, 0x346ffa3e]
[0x346ffa3f, 0x346ffb46]
[0x346ffb47, 0x346ffb75]
[0x346ffb76, 0x346ffbdf]
[0x346ffbe0, 0x346ffc12]
[0x346ffc13, 0x346fffe1]
[0x346fffe2, 0x34700000]
[0x34af0000, 0x34af021e]
[0x34af021f, 0x34af0384]
[0x34af0385, 0x34af048c]
[0x34af048d, 0x34af0580]
[0x34af0581, 0x34af082c]
[0x34af082d, 0x34af0afe]
[0x34af0aff, 0x34af0c40]
[0x34af0c41, 0x34af0e8e]
[0x34af0e8f, 0x34af119a]
[0x34af119b, 0x34af1260]
[0x34af1261, 0x34af12e4]
[0x34af12e5, 0x34af1312]
[0x34af1313, 0x34af13aa]
[0x34af13ab, 0x34af146e]
[0x34af146f, 0x34af14ea]
[0x34af14eb, 0x34af1672]
[0x34af1673, 0x34af1aba]
[0x34af1abb, 0x34af1ae6]
[0x34af1ae7, 0x34af1b8c]
[0x34af1b8d, 0x34af1cac]
[0x34af1cad, 0x34af1cfc]
[0x34af1cfd, 0x34af2e00]
[0x34af2e01, 0x34af3054]
[0x34af3055, 0x34af558f]
[0x34af5590, 0x34af6fc4]
[0x34af6fc5, 0x34af7af3]
[0x34af7af4, 0x34af820b]
[0x34af820c, 0x34af8a06]
[0x34af8a07, 0x34af9264]
[0x34af9265, 0x34af9e30]
[0x34af9e31, 0x34af9fbb]
[0x34af9fbc, 0x34afa140]
[0x34afa141, 0x34afab19]
[0x34afab1a, 0x34afbfde]
[0x34afbfdf, 0x34afc5e1]
[0x34afc5e2, 0x34afc8e4]
[0x34afc8e5, 0x34afcde7]
[0x34afcde8, 0x34afd095]
[0x34afd096, 0x34afd152]
[0x34afd153, 0x34afd3fb]
[0x34afd3fc, 0x34afd6f7]
[0x34afd6f8, 0x34afdda9]
[0x34afddaa, 0x34afde0a]
[0x34afde0b, 0x34afde3b]
[0x34afde3c, 0x34afdf39]
[0x34afdf3a, 0x34aff0de]
[0x34aff0df, 0x34aff1d0]
[0x34aff1d1, 0x34aff22a]
[0x34aff22b, 0x34aff297]
[0x34aff298, 0x34aff41a]
[0x34aff41b, 0x34aff76b]
[0x34aff76c, 0x34aff795]
[0x34aff796, 0x34aff911]
[0x34aff912, 0x34aff93f]
[0x34aff940, 0x34aff95c]
[0x34aff95d, 0x34aff986]
[0x34aff987, 0x34aff9fa]
[0x34aff9fb, 0x34affcb6]
[0x34affcb7, 0x34b00000]
[0x34ef0000, 0x34ef0070]
[0x34ef0071, 0x34ef01ea]
[0x34ef01eb, 0x34ef0268]
[0x34ef0269, 0x34ef02cc]
[0x34ef02cd, 0x34ef0384]
[0x34ef0385, 0x34ef04a2]
[0x34ef04a3, 0x34ef0c8a]
[0x34ef0c8b, 0x34ef0d97]
[0x34ef0d98, 0x34ef0f52]
[0x34ef0f53, 0x34ef0fc7]
[0x34ef0fc8, 0x34ef0ff4]
[0x34ef0ff5, 0x34ef1204]
[0x34ef1205, 0x34ef1743]
[0x34ef1744, 0x34ef194a]
[0x34ef194b, 0x34ef19a5]
[0x34ef19a6, 0x34ef1ce3]
[0x34ef1ce4, 0x34ef21f8]
[0x34ef21f9, 0x34ef224c]
[0x34ef224d, 0x34ef2402]
[0x34ef2403, 0x34ef2560]
[0x34ef2561, 0x34ef2610]
[0x34ef2611, 0x34ef27ff]
[0x34ef2800, 0x34ef2a96]
[0x34ef2a97, 0x34ef2d68]
[0x34ef2d69, 0x34ef2f0c]
[0x34ef2f0d, 0x34ef2f12]
[0x34ef2f13, 0x34ef306b]
[0x34ef306c, 0x34ef3485]
[0x34ef3486, 0x34ef38ff]
[0x34ef3900, 0x34ef392d]
[0x34ef392e, 0x34ef3ab7]
[0x34ef3ab8, 0x34ef3ae1]
[0x34ef3ae2, 0x34ef3ecb]
[0x34ef3ecc, 0x34ef4131]
[0x34ef4132, 0x34ef41df]
[0x34ef41e0, 0x34ef41e5]
[0x34ef41e6, 0x34ef42f1]
[0x34ef42f2, 0x34ef432c]
[0x34ef432d, 0x34ef4393]
[0x34ef4394, 0x34ef45f1]
[0x34ef45f2, 0x34ef4729]
[0x34ef472a, 0x34ef4875]
[0x34ef4876, 0x34ef48e7]
[0x34ef48e8, 0x34ef49fb]
[0x34ef49fc, 0x34ef4a1d]
[0x34ef4a1e, 0x34ef4be3]
[0x34ef4be4, 0x34ef4d2b]
[0x34ef4d2c, 0x34ef4fe9]
[0x34ef4fea, 0x34ef5067]
[0x34ef5068, 0x34ef5091]
[0x34ef5092, 0x34ef50fb]
[0x34ef50fc, 0x34ef51cf]
[0x34ef51d0, 0x34ef51e7]
[0x34ef51e8, 0x34ef5235]
[0x34ef5236, 0x34ef5339]
[0x34ef533a, 0x34ef543b]
[0x34ef543c, 0x34ef5487]
[0x34ef5488, 0x34ef54c5]
[0x34ef54c6, 0x34ef54d9]
[0x34ef54da, 0x34ef550d]
[0x34ef550e, 0x34ef5a18]
[0x34ef5a19, 0x34ef5a92]
[0x34ef5a93, 0x34ef5c0c]
[0x34ef5c0d, 0x34ef5e9c]
[0x34ef5e9d, 0x34ef5f1c]
[0x34ef5f1d, 0x34ef5f98]
[0x34ef5f99, 0x34ef60f1]
[0x34ef60f2, 0x34ef6182]
[0x34ef6183, 0x34ef656c]
[0x34ef656d, 0x34ef6657]
[0x34ef6658, 0x34ef6eba]
[0x34ef6ebb, 0x34ef7190]
[0x34ef7191, 0x34ef7408]
[0x34ef7409, 0x34ef748c]
[0x34ef748d, 0x34ef7606]
[0x34ef7607, 0x34ef7668]
[0x34ef7669, 0x34ef7ae0]
[0x34ef7ae1, 0x34ef7d13]
[0x34ef7d14, 0x34ef7da1]
[0x34ef7da2, 0x34ef8025]
[0x34ef8026, 0x34ef85bf]
[0x34ef85c0, 0x34ef8777]
[0x34ef8778, 0x34ef895b]
[0x34ef895c, 0x34ef8999]
[0x34ef899a, 0x34ef8d13]
[0x34ef8d14, 0x34ef8d59]
[0x34ef8d5a, 0x34ef907d]
[0x34ef907e, 0x34ef9109]
[0x34ef910a, 0x34ef9208]
[0x34ef9209, 0x34ef9228]
[0x34ef922a, 0x34ef9389]
[0x34ef938a, 0x34ef963b]
[0x34ef963c, 0x34ef968c]
[0x34ef968d, 0x34ef995a]
[0x34ef995b, 0x34ef9979]
[0x34ef997a, 0x34ef9a2f]
[0x34ef9a30, 0x34ef9b07]
[0x34ef9b08, 0x34ef9b85]
[0x34ef9b86, 0x34ef9df7]
[0x34ef9df8, 0x34ef9e63]
[0x34ef9e64, 0x34ef9ee9]
[0x34ef9eea, 0x34ef9f79]
[0x34ef9f7a, 0x34efa101]
[0x34efa102, 0x34efa208]
[0x34efa209, 0x34efa285]
[0x34efa286, 0x34efa399]
[0x34efa39a, 0x34efa39c]
[0x34efa39d, 0x34efa858]
[0x34efa859, 0x34efa917]
[0x34efa918, 0x34efa919]
[0x34efa91a, 0x34efac11]
[0x34efac12, 0x34efaf32]
[0x34efaf33, 0x34efb049]
[0x34efb04a, 0x34efb31d]
[0x34efb31e, 0x34efb3bd]
[0x34efb3be, 0x34efb44f]
[0x34efb450, 0x34efb4e7]
[0x34efb4e8, 0x34efb501]
[0x34efb502, 0x34efb781]
[0x34efb782, 0x34efb7c1]
[0x34efb7c2, 0x34efb932]
[0x34efb933, 0x34efbb5c]
[0x34efbb5d, 0x34efbbe2]
[0x34efbbe3, 0x34efbccc]
[0x34efbccd, 0x34efbd34]
[0x34efbd35, 0x34efbd56]
[0x34efbd57, 0x34efbe2a]
[0x34efbe2b, 0x34efc0ac]
[0x34efc0ad, 0x34efc136]
[0x34efc137, 0x34efc55d]
[0x34efc55e, 0x34efc65b]
[0x34efc65c, 0x34efc743]
[0x34efc744, 0x34efc801]
[0x34efc802, 0x34efcadd]
[0x34efcade, 0x34efcafb]
[0x34efcafc, 0x34efcc75]
[0x34efcc76, 0x34efccc1]
[0x34efccc2, 0x34efcd20]
[0x34efcd21, 0x34efd0d6]
[0x34efd0d7, 0x34efd105]
[0x34efd106, 0x34efd149]
[0x34efd14a, 0x34efd163]
[0x34efd164, 0x34efd49b]
[0x34efd49c, 0x34efd4d3]
[0x34efd4d4, 0x34efd655]
[0x34efd656, 0x34efd695]
[0x34efd696, 0x34efd868]
[0x34efd869, 0x34efd91a]
[0x34efd91b, 0x34efda89]
[0x34efda8a, 0x34efdac5]
[0x34efdac6, 0x34efdb8e]
[0x34efdb8f, 0x34efdd43]
[0x34efdd44, 0x34efdde0]
[0x34efdde1, 0x34efde56]
[0x34efde57, 0x34efde5c]
[0x34efde5d, 0x34efdeaa]
[0x34efdeab, 0x34efdf52]
[0x34efdf53, 0x34efdf8a]
[0x34efdf8b, 0x34efe0a8]
[0x34efe0a9, 0x34efe0bc]
[0x34efe0bd, 0x34efe10a]
[0x34efe10b, 0x34efe11e]
[0x34efe11f, 0x34efe1ab]
[0x34efe1ac, 0x34efe1c5]
[0x34efe1c6, 0x34efe452]
[0x34efe453, 0x34efe5ae]
[0x34efe5af, 0x34efe748]
[0x34efe749, 0x34efe7d0]
[0x34efe7d1, 0x34efe922]
[0x34efe923, 0x34efebe0]
[0x34efebe1, 0x34efee33]
[0x34efee34, 0x34efee89]
[0x34efee8a, 0x34efef3b]
[0x34efef3c, 0x34efefab]
[0x34efefac, 0x34efefef]
[0x34efeff0, 0x34eff1c5]
[0x34eff1c6, 0x34eff463]
[0x34eff464, 0x34eff499]
[0x34eff49a, 0x34eff4cd]
[0x34eff4ce, 0x34eff647]
[0x34eff648, 0x34eff755]
[0x34eff756, 0x34eff8c6]
[0x34eff8c7, 0x34effc07]
[0x34effc08, 0x34effd0f]
[0x34effd10, 0x34effd19]
[0x34effd1a, 0x34f00000]
[0x37a014d5, 0x37a014d6]
[0x37a38bd4, 0x37a38bd5]
[0x37aa83d8, 0x37aa83d9]
[0x37b553d2, 0x37b553d3]
[0x37b56151, 0x37b56152]
[0x37e50c5c, 0x37e50c5d]
[0x37e596d7, 0x37e596d8]
[0x37e64bd9, 0x37e64bda]
[0x37e72558, 0x37e72559]
[0x3c8f0a01, 0x3c8f0a1e]
[0x3c8f0a1f, 0x3c8f0a21]
[0x3c8f1a01, 0x3c8f1a1e]
[0x3c8f2a01, 0x3c8f2a1d]
[0x3c8f3a01, 0x3c8f3a1b]
[0x3c8f4a01, 0x3c8f4a19]
[0x3c8f5a01, 0x3c8f5a10]
[0x3c8f5a11, 0x3c8f5a17]
[0x3c8f6a01, 0x3c8f6a12]
[0x3c8f6a13, 0x3c8f6a15]
[0x3c8f7a01, 0x3c8f7a13]
[0x3c8f8a01, 0x3c8f8a06]
[0x3c8f8a07, 0x3c8f8a0f]
[0x3c8f8a10, 0x3c8f8a11]
[0x3c8f9a01, 0x3c8f9a0f]
[0x3c8faa01, 0x3c8faa0d]
[0x3c8fba01, 0x3c8fba0a]
[0x3c8fca01, 0x3c8fca09]
[0x3c8fda01, 0x3c8fda07]
[0x3c8fea01, 0x3c8fea05]
[0x3c8ffa01, 0x3c8ffa03]
[0x3caf0a01, 0x3caf0a21]
[0x3caf1a01, 0x3caf1a1e]
[0x3caf2a01, 0x3caf2a0d]
[0x3caf2a0e, 0x3caf2a1d]
[0x3caf3a01, 0x3caf3a1b]
[0x3caf4a01, 0x3caf4a19]
[0x3caf5a01, 0x3caf5a17]
[0x3caf6a01, 0x3caf6a15]
[0x3caf7a01, 0x3caf7a13]
[0x3caf8a01, 0x3caf8a0b]
[0x3caf8a0c, 0x3caf8a11]
[0x3caf9a01, 0x3caf9a0f]
[0x3cafaa01, 0x3cafaa0d]
[0x3cafba01, 0x3cafba0b]
[0x3cafca01, 0x3cafca09]
[0x3cafda01, 0x3cafda07]
[0x3cafea01, 0x3cafea05]
[0x3caffa01, 0x3caffa03]
[0x3ccf0a01, 0x3ccf0a20]
[0x3ccf1a01, 0x3ccf1a1e]
[0x3ccf2a01, 0x3ccf2a1c]
[0x3ccf3a01, 0x3ccf3a1a]
[0x3ccf4a01, 0x3ccf4a16]
[0x3ccf4a17, 0x3ccf4a18]
[0x3ccf5a01, 0x3ccf5a16]
[0x3ccf6a01, 0x3ccf6a14]
[0x3ccf7a01, 0x3ccf7a0d]
[0x3ccf7a0e, 0x3ccf7a12]
[0x3ccf8a01, 0x3ccf8a06]
[0x3ccf8a07, 0x3ccf8a10]
[0x3ccf9a01, 0x3ccf9a0e]
[0x3ccfaa01, 0x3ccfaa0c]
[0x3ccfba01, 0x3ccfba0a]
[0x3ccfca01, 0x3ccfca08]
[0x3ccfda01, 0x3ccfda06]
[0x3ccfea01, 0x3ccfea04]
[0x3ccffa01, 0x3ccffa02]
[0x3cef0a01, 0x3cef0a20]
[0x3cef1a01, 0x3cef1a05]
[0x3cef1a06, 0x3cef1a15]
[0x3cef1a16, 0x3cef1a1e]
[0x3cef2a01, 0x3cef2a1c]
[0x3cef3a01, 0x3cef3a16]
[0x3cef3a17, 0x3cef3a1a]
[0x3cef4a01, 0x3cef4a18]
[0x3cef5a01, 0x3cef5a16]
[0x3cef6a01, 0x3cef6a14]
[0x3cef7a01, 0x3cef7a12]
[0x3cef8a01, 0x3cef8a10]
[0x3cef9a01, 0x3cef9a0e]
[0x3cefaa01, 0x3cefaa0c]
[0x3cefba01, 0x3cefba0a]
[0x3cefca01, 0x3cefca08]
[0x3cefda01, 0x3cefda06]
[0x3cefea01, 0x3cefea04]
[0x3ceffa01, 0x3ceffa02]
[0x3d2f0a01, 0x3d2f0a15]
[0x3d2f1a01, 0x3d2f1a15]
[0x3d2f2a01, 0x3d2f2a15]
[0x3d2f3a01, 0x3d2f3a15]
[0x3d2f4a01, 0x3d2f4a15]
[0x3d2f5a01, 0x3d2f5a15]
[0x3d2f6a01, 0x3d2f6a15]
[0x3d2f7a01, 0x3d2f7a13]
[0x3d2f8a01, 0x3d2f8a11]
[0x3d2f9a01, 0x3d2f9a0f]
[0x3d2faa01, 0x3d2faa0d]
[0x3d2fba01, 0x3d2fba0b]
[0x3d2fca01, 0x3d2fca09]
[0x3d2fda01, 0x3d2fda07]
[0x3d2fea01, 0x3d2fea05]
[0x3d2ffa01, 0x3d2ffa03]
[0x3d6f0a01, 0x3d6f0a15]
[0x3d6f1a01, 0x3d6f1a15]
[0x3d6f2a01, 0x3d6f2a15]
[0x3d6f3a01, 0x3d6f3a03]
[0x3d6f3a04, 0x3d6f3a15]
[0x3d6f4a01, 0x3d6f4a15]
[0x3d6f5a01, 0x3d6f5a15]
[0x3d6f6a01, 0x3d6f6a14]
[0x3d6f7a01, 0x3d6f7a05]
[0x3d6f7a06, 0x3d6f7a12]
[0x3d6f8a01, 0x3d6f8a10]
[0x3d6f9a01, 0x3d6f9a0e]
[0x3d6faa01, 0x3d6faa0c]
[0x3d6fba01, 0x3d6fba0a]
[0x3d6fca01, 0x3d6fca08]
[0x3d6fda01, 0x3d6fda06]
[0x3d6fea01, 0x3d6fea04]
[0x3d6ffa01, 0x3d6ffa02]
[0x3ebb9aca, 0x3ebb9acb]
[0x3ef52a42, 0x3ef52a43]
[0x4021a9d1, 0x4021a9d2]
[0x40229dd7, 0x40229dd8]
[0x402318b4, 0x402318b5]
[0x40244ef0, 0x40244ef1]
[0x4025a1bb, 0x4025a1bc]
[0x402881f9, 0x402881fa]
[0x402f98bb, 0x402f98bc]
[0x406945d8, 0x406945d9]
[0x4069e8dc, 0x4069e8dd]
[0x406df1d2, 0x406df1d3]
[0x406e25f2, 0x406e25f3]
[0x40a08fbc, 0x40a08fbd]
[0x40a0bcb8, 0x40a0bcb9]
[0x40aaddbd, 0x40aaddbe]
[0x40df07b0, 0x40df07b1]
[0x40e0a5dc, 0x40e0a5dd]
[0x40e5cfdf, 0x40e5cfe0]
[0x40e8a2dc, 0x40e8a2dd]
[0x40ebfcd6, 0x40ebfcd7]
[0x40ee63fd, 0x40ee63fe]
